"DATE","TRANSACTION DETAILS","CHQ.NO./ Ref No.","VALUE DATE","WITHDRAWAL AMT","DEPOSIT AMT","BALANCE AMT",
"04-Apr-15","","28494964366","04-Apr-15","","5,000.00","16,22,184.00",
"06-Apr-15","Indfor INCOME INDO REMI24091","28494885051","06-Apr-15","2,280.00","","16,19,904.00",
"06-Apr-15","INDO GIBL Indiaforensic STL24091","28494883185","06-Apr-15","3,45,725.00","","12,74,179.00",
"06-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494918052","06-Apr-15","","5,000.00","12,79,179.00",
"06-Apr-15","Indfor INCOME INDO REMI25091","28494974415","06-Apr-15","2,520.00","","12,76,659.00",
"06-Apr-15","INDO GIBL Indiaforensic STL25091","28494872671","06-Apr-15","4,07,252.00","","8,69,407.00",
"06-Apr-15","Indfor INCOME INDO REMI26091","28494902694","06-Apr-15","1,320.00","","8,68,087.00",
"06-Apr-15","INDO GIBL Indiaforensic STL26091","28494946872","06-Apr-15","2,56,050.00","","6,12,037.00",
"06-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494861126","06-Apr-15","","50,000.00","6,62,037.00",
"07-Apr-15","Indfor INCOME INDO REMI27091","28494938095","07-Apr-15","2,040.00","","6,59,997.00",
"07-Apr-15","INDO GIBL Indiaforensic STL27091","28494973390","07-Apr-15","3,27,001.00","","3,32,996.00",
"07-Apr-15","Indfor INCOME INDO REMI28091","28494877131","07-Apr-15","1,920.00","","3,31,076.00",
"07-Apr-15","INDO GIBL Indiaforensic STL28091","28494925098","07-Apr-15","2,31,275.00","","99,800.00",
"07-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494950926","07-Apr-15","","5,00,000.00","5,99,800.00",
"07-Apr-15","Indfor INCOME INDO REMI29091","28494876866","07-Apr-15","2,040.00","","5,97,760.00",
"07-Apr-15","INDO GIBL Indiaforensic STL29091","28494912020","07-Apr-15","3,33,800.00","","2,63,960.00",
"07-Apr-15","Indfor INCOME INDO REMI30091","28494930357","07-Apr-15","120","","2,63,840.00",
"07-Apr-15","","28494923829","07-Apr-15","5,000.00","","2,58,840.00",
"07-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494861360","07-Apr-15","","5,00,000.00","7,58,840.00",
"07-Apr-15","Indfor INCOME INDO REMI01101","28494959357","07-Apr-15","3,720.00","","7,55,120.00",
"07-Apr-15","INDO GIBL Indiaforensic STL01101","28494965760","07-Apr-15","5,29,105.00","","2,26,015.00",
"07-Apr-15","Indfor INCOME INDO REMI02101","","07-Apr-15","1,200.00","","2,24,815.00",
"07-Apr-15","INDO GIBL Indiaforensic STL02101","28494970519","07-Apr-15","2,25,300.00","","-485",
"07-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494938556","07-Apr-15","","5,00,000.00","4,99,515.00",
"07-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494968324","07-Apr-15","","5,00,000.00","9,99,515.00",
"08-Apr-15","Indfor INCOME INDO REMI03101","28494863609","08-Apr-15","3,120.00","","9,96,395.00",
"08-Apr-15","INDO GIBL Indiaforensic STL03101","28494925658","08-Apr-15","5,45,402.00","","4,50,993.00",
"08-Apr-15","Indfor INCOME INDO REMI04101","28494972528","08-Apr-15","1,440.00","","4,49,553.00",
"08-Apr-15","INDO GIBL Indiaforensic STL04101","28494951724","08-Apr-15","1,56,313.00","","2,93,240.00",
"08-Apr-15","Indfor INCOME INDO REMI05101","28494883475","08-Apr-15","1,320.00","","2,91,920.00",
"08-Apr-15","INDO GIBL Indiaforensic STL05101","28494914510","08-Apr-15","2,30,751.00","","61,169.00",
"08-Apr-15","FDRL/INTERNAL FUND TRANSFER","","08-Apr-15","","5,00,000.00","5,61,169.00",
"09-Apr-15","Indfor INCOME INDO REMI07101","28494876000","09-Apr-15","480","","5,60,689.00",
"09-Apr-15","","28494938201","09-Apr-15","56,000.00","","5,04,689.00",
"09-Apr-15","Indfor INCOME INDO REMI06101","28494950845","09-Apr-15","2,280.00","","5,02,409.00",
"09-Apr-15","INDO GIBL Indiaforensic STL06101","28494894279","09-Apr-15","2,82,452.00","","2,19,957.00",
"09-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494925774","09-Apr-15","","5,00,000.00","7,19,957.00",
"09-Apr-15","Indfor INCOME INDO REMI08101","28494920660","09-Apr-15","4,080.00","","7,15,877.00",
"09-Apr-15","INDO GIBL Indiaforensic STL08101","28494860572","09-Apr-15","5,30,352.00","","1,85,525.00",
"09-Apr-15","FDRL/INTERNAL FUND TRANSFER","0","09-Apr-15","424","","1,85,101.00",
"09-Apr-15","Indfor INCOME INDO REMI09101","28494891424","09-Apr-15","1,920.00","","1,83,181.00",
"09-Apr-15","INDO GIBL Indiaforensic STL09101","28494971175","09-Apr-15","31,508.00","","1,51,673.00",
"09-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494887044","09-Apr-15","","5,00,000.00","6,51,673.00",
"10-Apr-15","Indfor INCOME INDO REMI10101","28494944490","10-Apr-15","3,720.00","","6,47,953.00",
"10-Apr-15","INDO GIBL Indiaforensic STL10101","28494967724","10-Apr-15","5,84,951.00","","63,000.00",
"10-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494909425","10-Apr-15","","5,00,000.00","5,63,000.00",
"10-Apr-15","Indfor INCOME INDO REMI11101","28494970293","10-Apr-15","4,080.00","","5,58,920.00",
"10-Apr-15","INDO GIBL Indiaforensic STL11101","28494975085","10-Apr-15","5,99,251.00","","-40,331.00",
"10-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494969754","10-Apr-15","","5,00,000.00","4,59,669.00",
"10-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494970226","10-Apr-15","","5,00,000.00","9,59,669.00",
"10-Apr-15","Indfor INCOME INDO REMI12101","28494945602","10-Apr-15","3,840.00","","9,55,829.00",
"10-Apr-15","INDO GIBL Indiaforensic STL12101","28494910975","10-Apr-15","7,30,425.00","","2,25,404.00",
"10-Apr-15","Indfor INCOME INDO REMI13101","","10-Apr-15","1,440.00","","2,23,964.00",
"10-Apr-15","INDO GIBL Indiaforensic STL13101","28494968518","10-Apr-15","1,73,350.00","","50,614.00",
"11-Apr-15","Indfor INCOME INDO REMI14101","28494956233","11-Apr-15","360","","50,254.00",
"11-Apr-15","INDO GIBL Indiaforensic STL14101","28494888935","11-Apr-15","34,500.00","","15,754.00",
"11-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494953687","11-Apr-15","","5,00,000.00","5,15,754.00",
"11-Apr-15","Indfor INCOME INDO REMI15101","","11-Apr-15","5,160.00","","5,10,594.00",
"11-Apr-15","INDO GIBL Indiaforensic STL15101","28494954062","11-Apr-15","78,057.00","","4,32,537.00",
"11-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494951824","11-Apr-15","","2,00,000.00","6,32,537.00",
"11-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494930547","11-Apr-15","","3,00,000.00","9,32,537.00",
"13-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494964470","13-Apr-15","","2,00,000.00","11,32,537.00",
"13-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494942758","13-Apr-15","","3,00,000.00","14,32,537.00",
"13-Apr-15","Indfor INCOME INDO REMI16101","28494962333","13-Apr-15","4,080.00","","14,28,457.00",
"13-Apr-15","INDO GIBL Indiaforensic STL16101","28494906703","13-Apr-15","6,73,628.00","","7,54,829.00",
"13-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494955132","13-Apr-15","","5,00,000.00","12,54,829.00",
"13-Apr-15","Indfor INCOME INDO REMI17101","28494892342","13-Apr-15","1,200.00","","12,53,629.00",
"13-Apr-15","INDO GIBL Indiaforensic STL17101","28494911703","13-Apr-15","1,19,200.00","","11,34,429.00",
"13-Apr-15","Indfor INCOME INDO REMI18101","28494871302","13-Apr-15","1,200.00","","11,33,229.00",
"13-Apr-15","INDO GIBL Indiaforensic STL18101","28494962067","13-Apr-15","1,49,802.00","","9,83,427.00",
"13-Apr-15","Indfor INCOME INDO REMI19101","28494972686","13-Apr-15","480","","9,82,947.00",
"13-Apr-15","","28494868876","13-Apr-15","56,000.00","","9,26,947.00",
"13-Apr-15","Indfor INCOME INDO REMI20101","28494872554","13-Apr-15","1,200.00","","9,25,747.00",
"13-Apr-15","INDO GIBL Indiaforensic STL20101","28494861950","13-Apr-15","2,23,600.00","","7,02,147.00",
"13-Apr-15","Indfor INCOME INDO REMI21101","28494896243","13-Apr-15","120","","7,02,027.00",
"13-Apr-15","INDO GIBL Indiaforensic STL21101","28494937058","13-Apr-15","10,500.00","","6,91,527.00",
"13-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494871996","13-Apr-15","","5,00,000.00","11,91,527.00",
"14-Apr-15","Indfor INCOME INDO REMI22101","","14-Apr-15","2,760.00","","11,88,767.00",
"14-Apr-15","INDO GIBL Indiaforensic STL22101","28494952489","14-Apr-15","4,36,678.00","","7,52,089.00",
"14-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494926264","14-Apr-15","","2,00,000.00","9,52,089.00",
"15-Apr-15","Indfor INCOME INDO REMI23101","28494921070","15-Apr-15","2,040.00","","9,50,049.00",
"15-Apr-15","INDO GIBL Indiaforensic STL23101","28494933728","15-Apr-15","4,32,150.00","","5,17,899.00",
"15-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494925566","15-Apr-15","","5,00,000.00","10,17,899.00",
"15-Apr-15","","28494952596","15-Apr-15","1,320.00","","10,16,579.00",
"15-Apr-15","INDO GIBL Indiaforensic STL24101","28494912378","15-Apr-15","1,56,401.00","","8,60,178.00",
"15-Apr-15","Indfor INCOME INDO REMI25101","28494890972","15-Apr-15","1,320.00","","8,58,858.00",
"15-Apr-15","INDO GIBL Indiaforensic STL25101","28494916739","15-Apr-15","2,32,683.00","","6,26,175.00",
"15-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494967466","15-Apr-15","","2,00,000.00","8,26,175.00",
"15-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494948051","15-Apr-15","","2,00,000.00","10,26,175.00",
"15-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494909370","15-Apr-15","","2,00,000.00","12,26,175.00",
"15-Apr-15","Indfor INCOME INDO REMI26101","28494936802","15-Apr-15","1,560.00","","12,24,615.00",
"16-Apr-15","INDO GIBL Indiaforensic STL26101","28494930864","16-Apr-15","2,24,800.00","","9,99,815.00",
"16-Apr-15","Indfor INCOME INDO REMI27101","28494881082","16-Apr-15","1,200.00","","9,98,615.00",
"16-Apr-15","INDO GIBL Indiaforensic STL27101","28494933658","16-Apr-15","2,54,250.00","","7,44,365.00",
"16-Apr-15","Indfor INCOME INDO REMI29101","28494884913","16-Apr-15","3,360.00","","7,41,005.00",
"16-Apr-15","INDO GIBL Indiaforensic STL29101","28494860642","16-Apr-15","3,64,175.00","","3,76,830.00",
"16-Apr-15","","28494937001","16-Apr-15","","2,00,000.00","5,76,830.00",
"16-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494906732","16-Apr-15","","3,00,000.00","8,76,830.00",
"","Indfor INCOME INDO REMI30101","28494894356","","2,520.00","","8,74,310.00",
"16-Apr-15","INDO GIBL Indiaforensic STL30101","28494898007","16-Apr-15","2,74,602.00","","5,99,708.00",
"16-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494875047","16-Apr-15","","2,00,000.00","7,99,708.00",
"16-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494882789","16-Apr-15","","3,00,000.00","10,99,708.00",
"16-Apr-15","Indfor INCOME INDO REMI31101","28494963393","16-Apr-15","1,920.00","","10,97,788.00",
"17-Apr-15","INDO GIBL Indiaforensic STL31101","28494892455","17-Apr-15","2,39,305.00","","8,58,483.00",
"17-Apr-15","Indfor INCOME INDO REMI01111","28494882474","17-Apr-15","1,680.00","","8,56,803.00",
"17-Apr-15","INDO GIBL Indiaforensic STL01111","28494899869","17-Apr-15","1,92,675.00","","6,64,128.00",
"17-Apr-15","Indfor INCOME INDO REMI02111","28494957761","17-Apr-15","2,640.00","","6,61,488.00",
"17-Apr-15","INDO GIBL Indiaforensic STL02111","","17-Apr-15","3,69,251.00","","2,92,237.00",
"17-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494897706","17-Apr-15","","5,00,000.00","7,92,237.00",
"17-Apr-15","Indfor INCOME INDO REMI03111","28494886695","17-Apr-15","2,280.00","","7,89,957.00",
"17-Apr-15","INDO GIBL Indiaforensic STL03111","28494914019","17-Apr-15","3,23,726.00","","4,66,231.00",
"17-Apr-15","Indfor INCOME INDO REMI04111","28494948429","17-Apr-15","840","","4,65,391.00",
"17-Apr-15","INDO GIBL Indiaforensic STL04111","28494889978","17-Apr-15","1,29,000.00","","3,36,391.00",
"17-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494927493","17-Apr-15","","5,00,000.00","8,36,391.00",
"17-Apr-15","FDRL/INTERNAL FUND TRANSFER","","17-Apr-15","","5,00,000.00","13,36,391.00",
"17-Apr-15","Indfor INCOME INDO REMI05111","28494908950","17-Apr-15","4,920.00","","13,31,471.00",
"17-Apr-15","INDO GIBL Indiaforensic STL05111","28494905337","17-Apr-15","8,07,502.00","","5,23,969.00",
"17-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494860222","17-Apr-15","","5,00,000.00","10,23,969.00",
"18-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494909418","18-Apr-15","","5,00,000.00","15,23,969.00",
"18-Apr-15","Indfor INCOME INDO REMI06111","28494970031","18-Apr-15","4,920.00","","15,19,049.00",
"18-Apr-15","INDO GIBL Indiaforensic STL06111","28494932273","18-Apr-15","7,80,026.00","","7,39,023.00",
"18-Apr-15","Indfor INCOME INDO REMI07111","28494866596","18-Apr-15","1,320.00","","7,37,703.00",
"18-Apr-15","INDO GIBL Indiaforensic STL07111","28494940031","18-Apr-15","1,53,513.00","","5,84,190.00",
"18-Apr-15","Indfor INCOME INDO REMI08111","28494974398","18-Apr-15","600","","5,83,590.00",
"18-Apr-15","INDO GIBL Indiaforensic STL08111","28494916819","18-Apr-15","1,02,725.00","","4,80,865.00",
"18-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494960086","18-Apr-15","","5,00,000.00","9,80,865.00",
"18-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494930437","18-Apr-15","","2,00,000.00","11,80,865.00",
"18-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494901706","18-Apr-15","","2,00,000.00","13,80,865.00",
"18-Apr-15","Indfor INCOME INDO REMI09111","28494960921","18-Apr-15","2,040.00","","13,78,825.00",
"20-Apr-15","INDO GIBL Indiaforensic STL09111","28494917750","20-Apr-15","4,78,599.00","","9,00,226.00",
"20-Apr-15","Indfor INCOME INDO REMI11111","0","20-Apr-15","120","","9,00,106.00",
"20-Apr-15","INDO GIBL Indiaforensic STL11111","28494975354","20-Apr-15","8,000.00","","8,92,106.00",
"20-Apr-15","Indfor INCOME INDO REMI10111","28494971573","20-Apr-15","2,040.00","","8,90,066.00",
"20-Apr-15","INDO GIBL Indiaforensic STL10111","","20-Apr-15","2,84,926.00","","6,05,140.00",
"20-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494928810","20-Apr-15","","2,00,000.00","8,05,140.00",
"20-Apr-15","Indfor INCOME INDO REMI12111","28494960894","20-Apr-15","2,280.00","","8,02,860.00",
"20-Apr-15","INDO GIBL Indiaforensic STL12111","28494927024","20-Apr-15","35,400.00","","7,67,460.00",
"20-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494874150","20-Apr-15","","2,00,000.00","9,67,460.00",
"20-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494957296","20-Apr-15","","3,00,000.00","12,67,460.00",
"20-Apr-15","","28494935263","20-Apr-15","","3,00,000.00","15,67,460.00",
"21-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494866773","21-Apr-15","","2,00,000.00","17,67,460.00",
"21-Apr-15","Indfor INCOME INDO REMI13111","28494938313","21-Apr-15","4,080.00","","17,63,380.00",
"21-Apr-15","INDO GIBL Indiaforensic STL13111","28494867087","21-Apr-15","8,00,876.00","","9,62,504.00",
"21-Apr-15","FDRL/INTERNAL FUND TRANSFER","","21-Apr-15","","3,00,000.00","12,62,504.00",
"21-Apr-15","Indfor INCOME INDO REMI14111","28494969947","21-Apr-15","2,160.00","","12,60,344.00",
"21-Apr-15","INDO GIBL Indiaforensic STL14111","28494903290","21-Apr-15","4,04,700.00","","8,55,644.00",
"21-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494873961","21-Apr-15","","3,00,000.00","11,55,644.00",
"21-Apr-15","Indfor INCOME INDO REMI15111","28494946101","21-Apr-15","3,000.00","","11,52,644.00",
"21-Apr-15","INDO GIBL Indiaforensic STL15111","28494879086","21-Apr-15","5,80,226.00","","5,72,418.00",
"21-Apr-15","","28494969038","21-Apr-15","","5,00,000.00","10,72,418.00",
"22-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494899205","22-Apr-15","","3,00,000.00","13,72,418.00",
"","Indfor INCOME INDO REMI16111","28494919149","","3,000.00","","13,69,418.00",
"22-Apr-15","INDO GIBL Indiaforensic STL16111","28494877925","22-Apr-15","5,83,076.00","","7,86,342.00",
"22-Apr-15","","28494929859","22-Apr-15","","4,00,000.00","11,86,342.00",
"22-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494869899","22-Apr-15","","4,00,000.00","15,86,342.00",
"22-Apr-15","Indfor INCOME INDO REMI18111","28494965720","22-Apr-15","360","","15,85,982.00",
"22-Apr-15","INDO GIBL Indiaforensic STL18111","28494942426","22-Apr-15","59,700.00","","15,26,282.00",
"22-Apr-15","Indfor INCOME INDO REMI17111","28494934836","22-Apr-15","1,320.00","","15,24,962.00",
"22-Apr-15","INDO GIBL Indiaforensic STL17111","28494878435","22-Apr-15","2,07,463.00","","13,17,499.00",
"22-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494968740","22-Apr-15","","3,00,000.00","16,17,499.00",
"23-Apr-15","Indfor INCOME INDO REMI19111","28494972077","23-Apr-15","3,600.00","","16,13,899.00",
"23-Apr-15","INDO GIBL Indiaforensic STL19111","28494931167","23-Apr-15","6,13,175.00","","10,00,724.00",
"23-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494962645","23-Apr-15","","4,00,000.00","14,00,724.00",
"23-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494920634","23-Apr-15","","4,00,000.00","18,00,724.00",
"23-Apr-15","Indfor INCOME INDO REMI20111","28494920021","23-Apr-15","3,960.00","","17,96,764.00",
"23-Apr-15","INDO GIBL Indiaforensic STL20111","28494935169","23-Apr-15","6,28,403.00","","11,68,361.00",
"23-Apr-15","Indfor INCOME INDO REMI21111","28494928531","23-Apr-15","1,800.00","","11,66,561.00",
"23-Apr-15","INDO GIBL Indiaforensic STL21111","28494877788","23-Apr-15","2,50,951.00","","9,15,610.00",
"23-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494942667","23-Apr-15","1500000","","-5,84,390.00",
"23-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494969405","23-Apr-15","","5,90,000.00","5,610.00",
"24-Apr-15","","28494911011","24-Apr-15","","4,00,000.00","4,05,610.00",
"24-Apr-15","Indfor INCOME INDO REMI25111","28494943548","24-Apr-15","480","","4,05,130.00",
"24-Apr-15","INDO GIBL Indiaforensic STL25111","28494962977","24-Apr-15","63,600.00","","3,41,530.00",
"24-Apr-15","Indfor INCOME INDO REMI24111","28494895797","24-Apr-15","360","","3,41,170.00",
"24-Apr-15","INDO GIBL Indiaforensic STL24111","28494891080","24-Apr-15","49,700.00","","2,91,460.00",
"24-Apr-15","Indfor INCOME INDO REMI23111","","24-Apr-15","1,560.00","","2,89,900.00",
"24-Apr-15","INDO GIBL Indiaforensic STL23111","28494892315","24-Apr-15","2,20,402.00","","69,498.00",
"24-Apr-15","Indfor INCOME INDO REMI22111","28494895684","24-Apr-15","2,280.00","","67,218.00",
"24-Apr-15","INDO GIBL Indiaforensic STL22111","28494956545","24-Apr-15","33,410.00","","33,808.00",
"24-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494934755","24-Apr-15","","4,00,000.00","4,33,808.00",
"24-Apr-15","Indfor INCOME INDO REMI26111","28494960261","24-Apr-15","4,440.00","","4,29,368.00",
"24-Apr-15","INDO GIBL Indiaforensic STL26111","28494925297","24-Apr-15","61,581.00","","3,67,787.00",
"24-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494913072","24-Apr-15","","3,00,000.00","6,67,787.00",
"25-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494942630","25-Apr-15","","4,00,000.00","10,67,787.00",
"25-Apr-15","Indfor INCOME INDO REMI27111","28494863124","25-Apr-15","2,760.00","","10,65,027.00",
"25-Apr-15","INDO GIBL Indiaforensic STL27111","","25-Apr-15","5,08,126.00","","5,56,901.00",
"25-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494952273","25-Apr-15","","4,00,000.00","9,56,901.00",
"25-Apr-15","Indfor INCOME INDO REMI28111","28494896153","25-Apr-15","2,160.00","","9,54,741.00",
"25-Apr-15","INDO GIBL Indiaforensic STL28111","28494936845","25-Apr-15","3,26,783.00","","6,27,958.00",
"25-Apr-15","Indfor INCOME INDO REMI29111","28494960525","25-Apr-15","1,800.00","","6,26,158.00",
"25-Apr-15","INDO GIBL Indiaforensic STL29111","28494862103","25-Apr-15","2,47,700.00","","3,78,458.00",
"25-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494947780","25-Apr-15","","4,00,000.00","7,78,458.00",
"25-Apr-15","Indfor INCOME INDO REMI30111","28494972381","25-Apr-15","3,360.00","","7,75,098.00",
"25-Apr-15","INDO GIBL Indiaforensic STL30111","28494892976","25-Apr-15","5,10,703.00","","2,64,395.00",
"27-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494939336","27-Apr-15","","4,00,000.00","6,64,395.00",
"27-Apr-15","Indfor INCOME INDO REMI02121","28494971102","27-Apr-15","120","","6,64,275.00",
"27-Apr-15","INDO GIBL Indiaforensic STL02121","28494926578","27-Apr-15","5,000.00","","6,59,275.00",
"27-Apr-15","78393939235","0","27-Apr-15","840","","6,58,435.00",
"27-Apr-15","INDO GIBL Indiaforensic STL01121","28494945975","27-Apr-15","1,35,500.00","","5,22,935.00",
"27-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494885249","27-Apr-15","","5,00,000.00","10,22,935.00",
"27-Apr-15","Indfor INCOME INDO REMI03121","28494973340","27-Apr-15","1,560.00","","10,21,375.00",
"27-Apr-15","INDO GIBL Indiaforensic STL03121","28494960281","27-Apr-15","2,44,750.00","","7,76,625.00",
"27-Apr-15","Indfor INCOME INDO REMI04121","28494925215","27-Apr-15","1,920.00","","7,74,705.00",
"27-Apr-15","INDO GIBL Indiaforensic STL04121","28494894876","27-Apr-15","2,33,851.00","","5,40,854.00",
"27-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494921461","27-Apr-15","","5,00,000.00","10,40,854.00",
"27-Apr-15","Indfor INCOME INDO REMI05121","28494912696","27-Apr-15","2,760.00","","10,38,094.00",
"27-Apr-15","INDO GIBL Indiaforensic STL05121","28494893113","27-Apr-15","4,37,150.00","","6,00,944.00",
"27-Apr-15","Indfor INCOME INDO REMI06121","28494905789","27-Apr-15","2,640.00","","5,98,304.00",
"","INDO GIBL Indiaforensic STL06121","28494861262","","3,97,925.00","","2,00,379.00",
"28-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494901851","28-Apr-15","","5,00,000.00","7,00,379.00",
"28-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494960296","28-Apr-15","","5,00,000.00","12,00,379.00",
"28-Apr-15","Indfor INCOME INDO REMI07121","28494961025","28-Apr-15","1,680.00","","11,98,699.00",
"28-Apr-15","INDO GIBL Indiaforensic STL07121","28494869882","28-Apr-15","2,28,177.00","","9,70,522.00",
"28-Apr-15","Indfor INCOME INDO REMI08121","28494859588","28-Apr-15","2,160.00","","9,68,362.00",
"28-Apr-15","INDO GIBL Indiaforensic STL08121","28494884060","28-Apr-15","2,40,752.00","","7,27,610.00",
"28-Apr-15","Indfor INCOME INDO REMI09121","28494955926","28-Apr-15","360","","7,27,250.00",
"28-Apr-15","INDO GIBL Indiaforensic STL09121","28494955884","28-Apr-15","48,000.00","","6,79,250.00",
"28-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494898845","28-Apr-15","","5,00,000.00","11,79,250.00",
"28-Apr-15","Indfor INCOME INDO REMI10121","28494891695","28-Apr-15","4,560.00","","11,74,690.00",
"28-Apr-15","INDO GIBL Indiaforensic STL10121","28494913037","28-Apr-15","7,76,851.00","","3,97,839.00",
"29-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494890210","29-Apr-15","","5,00,000.00","8,97,839.00",
"29-Apr-15","Indfor INCOME INDO REMI11121","28494891433","29-Apr-15","3,360.00","","8,94,479.00",
"29-Apr-15","INDO GIBL Indiaforensic STL11121","28494931073","29-Apr-15","3,58,750.00","","5,35,729.00",
"29-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494969350","29-Apr-15","","5,00,000.00","10,35,729.00",
"29-Apr-15","Indfor INCOME INDO REMI12121","28494879184","29-Apr-15","3,360.00","","10,32,369.00",
"29-Apr-15","INDO GIBL Indiaforensic STL12121","28494950812","29-Apr-15","5,96,375.00","","4,35,994.00",
"29-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494944590","29-Apr-15","","5,00,000.00","9,35,994.00",
"30-Apr-15","","28494948560","30-Apr-15","2,880.00","","9,33,114.00",
"30-Apr-15","INDO GIBL Indiaforensic STL13121","28494916393","30-Apr-15","4,19,450.00","","5,13,664.00",
"30-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494862838","30-Apr-15","","5,00,000.00","10,13,664.00",
"30-Apr-15","Indfor INCOME INDO REMI14121","28494924170","30-Apr-15","2,400.00","","10,11,264.00",
"30-Apr-15","INDO GIBL Indiaforensic STL14121","28494924504","30-Apr-15","4,23,385.00","","5,87,879.00",
"30-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494935719","30-Apr-15","","4,00,000.00","9,87,879.00",
"30-Apr-15","","28494878277","30-Apr-15","","4,00,000.00","13,87,879.00",
"30-Apr-15","Indfor INCOME INDO REMI16121","28494877016","30-Apr-15","360","","13,87,519.00",
"30-Apr-15","INDO GIBL Indiaforensic STL16121","28494890327","30-Apr-15","33,549.00","","13,53,970.00",
"30-Apr-15","Indfor INCOME INDO REMI15121","28494873508","30-Apr-15","1,680.00","","13,52,290.00",
"30-Apr-15","INDO GIBL Indiaforensic STL15121","28494967518","30-Apr-15","2,88,851.00","","10,63,439.00",
"30-Apr-15","Indfor INCOME INDO REMI17121","28494971309","30-Apr-15","4,440.00","","10,58,999.00",
"30-Apr-15","INDO GIBL Indiaforensic STL17121","","30-Apr-15","6,62,777.00","","3,96,222.00",
"30-Apr-15","FDRL/INTERNAL FUND TRANSFER","28494922101","30-Apr-15","","5,00,000.00","8,96,222.00",
"01-May-15","","28494945723","01-May-15","3,480.00","","8,92,742.00",
"01-May-15","INDO GIBL Indiaforensic STL18121","28494939366","01-May-15","6,16,950.00","","2,75,792.00",
"01-May-15","FDRL/INTERNAL FUND TRANSFER","28494887404","01-May-15","","4,00,000.00","6,75,792.00",
"01-May-15","Indfor INCOME INDO REMI19121","28494879403","01-May-15","3,120.00","","6,72,672.00",
"01-May-15","INDO GIBL Indiaforensic STL19121","28494872952","01-May-15","4,28,150.00","","2,44,522.00",
"01-May-15","FDRL/INTERNAL FUND TRANSFER","28494869155","01-May-15","","5,00,000.00","7,44,522.00",
"01-May-15","Indfor INCOME INDO REMI20121","28494871146","01-May-15","2,640.00","","7,41,882.00",
