"DATE","","TRANSACTION DETAILS","CHQ.NO./ Ref No.","VALUE DATE","WITHDRAWAL AMT","DEPOSIT AMT","BALANCE AMT",
"07-Apr-16","TRF TO","Indiaforensic SERVICES I","28494916951","07-Apr-16","87,00,000.00","","1,83,18,188.49",
"07-Apr-16","AEPS PAY Indiaforensic 2108","","28494926816","07-Apr-16","","897.99","1,83,19,086.48",
"07-Apr-16","AEPS PAY Indiaforensic 2208","","28494934748","07-Apr-16","","697.82","1,83,19,784.30",
"07-Apr-16","MICRO ATM WDL FEE DATED 2","","28494869450","07-Apr-16","","5,600.00","1,83,25,384.30",
"07-Apr-16","AEPS ACQUIRING ADJ FEES 2","","28494958226","07-Apr-16","23","","1,83,25,361.29",
"07-Apr-16","AEPS INCOME DT 21-08-2018","","28494905168","07-Apr-16","","39,138.53","1,83,64,499.82",
"07-Apr-16","AEPS GST INC DT 21-08-201","","28494894944","07-Apr-16","","7,827.71","1,83,72,327.53",
"07-Apr-16","AEPS INCOME DT 22-08-2018","","28494947876","07-Apr-16","","22,739.00","1,83,95,066.53",
"07-Apr-16","AEPS GST INC DT 22-08-201","","28494937345","07-Apr-16","","4,547.80","1,83,99,614.33",
"07-Apr-16","MICRO ATM WDL FEE DATED 2","","28494924593","07-Apr-16","","39,300.00","1,84,38,914.33",
"07-Apr-16","MICRO ATM WDL FEE DATED 2","","28494938453","07-Apr-16","","8,500.00","1,84,47,414.33",
"07-Apr-16","NFS MICRO ATM INC DATED 2","","28494888426","07-Apr-16","","20.16","1,84,47,434.49",
"07-Apr-16","NFS MICRO ATM GST DATED 2","","28494964160","07-Apr-16","","4.03","1,84,47,438.52",
"07-Apr-16","NFS MICRO ATM INC DATED 2","","28494880982","07-Apr-16","","30.6","1,84,47,469.12",
"07-Apr-16","NFS MICRO ATM GST DATED 2","","28494920454","07-Apr-16","","6.12","1,84,47,475.24",
"07-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494874954","07-Apr-16","","1,14,50,800.00","2,98,98,275.24",
"07-Apr-16","MAW/502964XXXXXX9780/Karu","","28494870713","07-Apr-16","","1,700.00","2,98,99,975.24",
"07-Apr-16","TRF TO","Indiaforensic SERVICES I","28494861909","07-Apr-16","1,15,00,000.00","","1,83,99,975.24",
"07-Apr-16","MICRO ATM WDL FEE DATED 2","","28494916180","07-Apr-16","","35,200.00","1,84,35,175.24",
"07-Apr-16","AEPS PAY Indiaforensic 2308","","28494953628","07-Apr-16","","199.29","1,84,35,374.53",
"07-Apr-16","MICRO ATM WDL FEE DATED 2","","28494890729","07-Apr-16","","42,200.00","1,84,77,574.53",
"07-Apr-16","AEPS INCOME DT 23-08-2018","","28494904026","07-Apr-16","","29,882.63","1,85,07,457.16",
"07-Apr-16","AEPS GST INC DT 23-08-201","","28494918563","07-Apr-16","","5,976.53","1,85,13,433.69",
"07-Apr-16","AEPS ACQ REP ADJ FEES 230","","28494881064","07-Apr-16","","17.7","1,85,13,451.39",
"07-Apr-16","NFS MICRO ATM INC DT 2308","","28494966675","07-Apr-16","","123.48","1,85,13,574.87",
"07-Apr-16","NFS MICRO ATM GST DT 2308","","28494951448","07-Apr-16","","24.7","1,85,13,599.57",
"07-Apr-16","NFS MICRO ATM INC DT 2308","","28494867836","07-Apr-16","","72","1,85,13,671.57",
"07-Apr-16","NFS MICRO ATM GST DT 2308","","28494877879","07-Apr-16","","14.4","1,85,13,685.97",
"07-Apr-16","NFS MICRO ATM INC DT 2408","","28494971861","07-Apr-16","","94.32","1,85,13,780.29",
"07-Apr-16","NFS MICRO ATM GST DT 2408","","28494884232","07-Apr-16","","18.87","1,85,13,799.16",
"07-Apr-16","MAW/502964XXXXXX0102/Vals","28494882902","07-Apr-16","","500","1,85,14,299.16",
"07-Apr-16","MAW/502964XXXXXX2319/Karu","28494974745","07-Apr-16","","1,600.00","1,85,15,899.16",
"07-Apr-16","MAW/502964XXXXXX7609/Karu","28494936355","07-Apr-16","","1,600.00","1,85,17,499.16",
"07-Apr-16","MAW/502964XXXXXX2685/Karu","28494948287","07-Apr-16","","1,600.00","1,85,19,099.16",
"07-Apr-16","MAW/502964XXXXXX1369/Karu","28494875532","07-Apr-16","","1,700.00","1,85,20,799.16",
"07-Apr-16","Indiaforensic AEPS NPCI WDL SET","28494967617","07-Apr-16","","1,20,78,100.00","3,05,98,899.16",
"07-Apr-16","CR823409642388/RMCPL25604/2","28494883067","07-Apr-16","1,200.00","","3,05,97,699.16",
"07-Apr-16","CR823409642385/RMCPL24364/2","28494968627","07-Apr-16","1,100.00","","3,05,96,599.16",
"07-Apr-16","CR823410651153/RMCPL21169/2","28494960480","07-Apr-16","2,100.00","","3,05,94,499.16",
"07-Apr-16","CR823410651170/RMCPL12251/2","28494934474","07-Apr-16","1,000.00","","3,05,93,499.16",
"07-Apr-16","CR823412689161/RMCPL19555/2","28494941863","07-Apr-16","1,000.00","","3,05,92,499.16",
"07-Apr-16","CR823311376480/RMCPL11592/2","28494920543","07-Apr-16","2,000.00","","3,05,90,499.16",
"07-Apr-16","CR823309325597/RMCPL19474/2","28494859922","07-Apr-16","1,100.00","","3,05,89,399.16",
"07-Apr-16","CR823309325596/RMCPL25038/2","28494927099","07-Apr-16","1,800.00","","3,05,87,599.16",
"07-Apr-16","CR823309325690/RMCPL19515/2","28494963951","07-Apr-16","3,000.00","","3,05,84,599.16",
"07-Apr-16","CR823310359043/RMCPL09585/2","28494902797","07-Apr-16","1,500.00","","3,05,83,099.16",
"07-Apr-16","CR823308318429/RMCPL12739/2","28494941207","07-Apr-16","2,500.00","","3,05,80,599.16",
"07-Apr-16","CR823308323007/RMCPL26809/2","28494876648","07-Apr-16","10,000.00","","3,05,70,599.16",
"07-Apr-16","CR823308318968/RMCPL19369/2","28494899313","07-Apr-16","1,000.00","","3,05,69,599.16",
"07-Apr-16","CR823308318958/RMCPL13536/2","28494865735","07-Apr-16","2,000.00","","3,05,67,599.16",
"07-Apr-16","bank settlement","0","07-Apr-16","2,000.00","","3,05,65,599.16",
"07-Apr-16","CR823308319008/RMCPL23562/2","28494907170","07-Apr-16","3,000.00","","3,05,62,599.16",
"07-Apr-16","CR823308319794/RMCPL24786/2","28494899267","07-Apr-16","3,700.00","","3,05,58,899.16",
"07-Apr-16","CR823314437810/RMCPL13369/2","28494906973","07-Apr-16","4,000.00","","3,05,54,899.16",
"07-Apr-16","CR823315447904/RMCPL20307/2","28494962176","07-Apr-16","1,000.00","","3,05,53,899.16",
"07-Apr-16","CR823316461664/RMCPL19369/2","28494899886","07-Apr-16","2,000.00","","3,05,51,899.16",
"07-Apr-16","CR823316461689/RMCPL19701/2","28494866764","07-Apr-16","2,000.00","","3,05,49,899.16",
"07-Apr-16","CR823316461684/RMCPL19173/2","28494952422","07-Apr-16","1,000.00","","3,05,48,899.16",
"07-Apr-16","CR823316457185/RMCPL11793/2","28494938218","07-Apr-16","2,000.00","","3,05,46,899.16",
"07-Apr-16","CR823311381415/RMCPL25987/2","28494971304","07-Apr-16","4,000.00","","3,05,42,899.16",
"07-Apr-16","CR823312385910/RMCPL16968/2","28494912404","07-Apr-16","1,000.00","","3,05,41,899.16",
"07-Apr-16","CR823309334001/RMCPL14751/2","28494886636","07-Apr-16","2,600.00","","3,05,39,299.16",
"07-Apr-16","CR823309334004/RMCPL11996/2","28494965198","07-Apr-16","4,500.00","","3,05,34,799.16",
"07-Apr-16","CR823309333984/RMCPL25311/2","28494864804","07-Apr-16","1,000.00","","3,05,33,799.16",
"07-Apr-16","CR823311381404/RMCPL25390/2","28494962703","07-Apr-16","1,000.00","","3,05,32,799.16",
"08-Apr-16","CR823308318191/RMCPL19793/2","28494953145","08-Apr-16","1,300.00","","3,05,31,499.16",
"08-Apr-16","CR823308322948/RMCPL19369/2","28494865115","08-Apr-16","500","","3,05,30,999.16",
"08-Apr-16","CR823308323045/RMCPL20893/2","28494910399","08-Apr-16","500","","3,05,30,499.16",
"08-Apr-16","CR823308322995/RMCPL23967/2","28494947063","08-Apr-16","5,000.00","","3,05,25,499.16",
"08-Apr-16","CR823309333995/RMCPL03220/2","28494891844","08-Apr-16","500","","3,05,24,999.16",
"08-Apr-16","CR823312385923/RMCPL19782/2","28494916194","08-Apr-16","4,000.00","","3,05,20,999.16",
"08-Apr-16","CR823309326745/RMCPL19181/2","28494947086","08-Apr-16","3,500.00","","3,05,17,499.16",
"08-Apr-16","CR823310352252/RMCPL20736/2","28494908233","08-Apr-16","500","","3,05,16,999.16",
"08-Apr-16","CR823309325692/RMCPL25397/2","28494874656","08-Apr-16","1,200.00","","3,05,15,799.16",
"08-Apr-16","CR823309326134/RMCPL13888/2","28494951601","08-Apr-16","500","","3,05,15,299.16",
"08-Apr-16","CR823309326281/RMCPL25346/2","28494924412","08-Apr-16","1,400.00","","3,05,13,899.16",
"08-Apr-16","CR823309326275/RMCPL15524/2","28494951299","08-Apr-16","1,000.00","","3,05,12,899.16",
"08-Apr-16","CR823309326266/RMCPL22856/2","28494973203","08-Apr-16","1,000.00","","3,05,11,899.16",
"08-Apr-16","CR823309326576/RMCPL26695/2","28494953741","08-Apr-16","2,000.00","","3,05,09,899.16",
"08-Apr-16","CR823309326378/RMCPL22264/2","28494883184","08-Apr-16","7,200.00","","3,05,02,699.16",
"08-Apr-16","CR823309326747/RMCPL15326/2","28494949234","08-Apr-16","2,000.00","","3,05,00,699.16",
"08-Apr-16","CR823308316722/RMCPL12739/2","28494898641","08-Apr-16","2,000.00","","3,04,98,699.16",
"08-Apr-16","CR823308316700/RMCPL12805/2","28494895459","08-Apr-16","700","","3,04,97,999.16",
"08-Apr-16","CR823308316658/RMCPL21855/2","28494899484","08-Apr-16","1,500.00","","3,04,96,499.16",
"08-Apr-16","CR823315447901/RMCPL09617/2","28494898200","08-Apr-16","1,000.00","","3,04,95,499.16",
"08-Apr-16","Indiaforensic AEPS NPCI WDL SET","28494901698","08-Apr-16","","1,24,73,800.00","4,29,69,299.16",
"08-Apr-16","Indiaforensic AEPS NPCI WDL SET","28494872467","08-Apr-16","","49,43,400.00","4,79,12,699.16",
"08-Apr-16","MAW/502964XXXXXX7609/Karu","28494900505","08-Apr-16","","1,400.00","4,79,14,099.16",
"08-Apr-16","CR822815216318/RMCPL25821/1","28494951531","08-Apr-16","7,000.00","","4,79,07,099.16",
"08-Apr-16","CR822815216308/RMCPL23584/1","28494885151","08-Apr-16","3,300.00","","4,79,03,799.16",
"08-Apr-16","CR822811159473/RMCPL16917/1","28494907929","08-Apr-16","1,500.00","","4,79,02,299.16",
"08-Apr-16","CR822816227899/RMCPL24804/1","28494971814","08-Apr-16","1,000.00","","4,79,01,299.16",
"08-Apr-16","CR822814203586/RMCPL11949/1","28494877439","08-Apr-16","500","","4,79,00,799.16",
"08-Apr-16","CR822814203599/RMCPL25729/1","28494967946","08-Apr-16","4,000.00","","4,78,96,799.16",
"08-Apr-16","CR822816238878/RMCPL09506/1","28494969073","08-Apr-16","2,000.00","","4,78,94,799.16",
"08-Apr-16","CR822812165398/RMCPL16204/1","28494878320","08-Apr-16","1,500.00","","4,78,93,299.16",
"08-Apr-16","CR822811146697/RMCPL24578/1","28494935559","08-Apr-16","5,000.00","","4,78,88,299.16",
"08-Apr-16","CR822811157886/RMCPL24427/1","28494903296","08-Apr-16","3,000.00","","4,78,85,299.16",
"08-Apr-16","CR822809111076/RMCPL18789/1","28494891551","08-Apr-16","3,000.00","","4,78,82,299.16",
"08-Apr-16","CR822811156558/RMCPL11794/1","28494903500","08-Apr-16","500","","4,78,81,799.16",
"08-Apr-16","CR822809111058/RMCPL17831/1","28494903009","08-Apr-16","2,100.00","","4,78,79,699.16",
"08-Apr-16","CR822814196766/RMCPL26141/1","28494974847","08-Apr-16","3,500.00","","4,78,76,199.16",
"08-Apr-16","CR822811153304/RMCPL24790/1","28494884739","08-Apr-16","500","","4,78,75,699.16",
"08-Apr-16","CR822818263327/RMCPL13776/1","28494896091","08-Apr-16","4,000.00","","4,78,71,699.16",
"08-Apr-16","CR822817256526/RMCPL17244/1","28494910385","08-Apr-16","1,000.00","","4,78,70,699.16",
"08-Apr-16","CR822817256593/RMCPL19721/1","28494949548","08-Apr-16","500","","4,78,70,199.16",
"08-Apr-16","CR822816233178/RMCPL21524/1","28494886518","08-Apr-16","1,000.00","","4,78,69,199.16",
"08-Apr-16","CR822816233200/RMCPL20772/1","28494936713","08-Apr-16","1,300.00","","4,78,67,899.16",
"08-Apr-16","CR823117951432/RMCPL20463/1","28494891222","08-Apr-16","4,000.00","","4,78,63,899.16",
"08-Apr-16","CR823116945787/RMCPL12343/1","28494877740","08-Apr-16","700","","4,78,63,199.16",
"08-Apr-16","CR823012674488/RMCPL11486/1","28494877017","08-Apr-16","500","","4,78,62,699.16",
"08-Apr-16","CR823017747230/RMCPL11131/1","28494928777","08-Apr-16","4,000.00","","4,78,58,699.16",
"08-Apr-16","CR823017747237/RMCPL26650/1","28494964346","08-Apr-16","2,000.00","","4,78,56,699.16",
"08-Apr-16","CR823010630488/RMCPL24692/1","28494941197","08-Apr-16","2,000.00","","4,78,54,699.16",
"08-Apr-16","CR823010638304/RMCPL23164/1","28494881332","08-Apr-16","3,000.00","","4,78,51,699.16",
"08-Apr-16","CR823010638281/RMCPL18267/1","28494919964","08-Apr-16","2,000.00","","4,78,49,699.16",
"08-Apr-16","CR823011648086/RMCPL18789/1","28494867977","08-Apr-16","2,000.00","","4,78,47,699.16",
"08-Apr-16","CR823010638227/RMCPL22367/1","28494965721","08-Apr-16","10,000.00","","4,78,37,699.16",
"08-Apr-16","CR823010637801/RMCPL22700/1","28494960013","08-Apr-16","500","","4,78,37,199.16",
"08-Apr-16","CR823010638344/RMCPL23721/1","28494958017","08-Apr-16","1,000.00","","4,78,36,199.16",
"08-Apr-16","CR823013685701/RMCPL23228/1","28494903224","08-Apr-16","1,000.00","","4,78,35,199.16",
"08-Apr-16","CR823011652425/RMCPL23888/1","28494892156","08-Apr-16","3,000.00","","4,78,32,199.16",
"08-Apr-16","CR823016727908/RMCPL18519/1","28494935552","08-Apr-16","500","","4,78,31,699.16",
"08-Apr-16","CR823017742300/RMCPL21990/1","28494920890","08-Apr-16","1,800.00","","4,78,29,899.16",
"08-Apr-16","CR823010638095/RMCPL26384/1","28494923047","08-Apr-16","1,000.00","","4,78,28,899.16",
"08-Apr-16","CR823010630973/RMCPL19631/1","28494870988","08-Apr-16","2,000.00","","4,78,26,899.16",
"08-Apr-16","CR823010630974/RMCPL21463/1","28494939305","08-Apr-16","10,000.00","","4,78,16,899.16",
"08-Apr-16","CR823017742304/RMCPL21565/1","28494951438","08-Apr-16","500","","4,78,16,399.16",
"08-Apr-16","CR823017742293/RMCPL16407/1","28494876383","08-Apr-16","700","","4,78,15,699.16",
"08-Apr-16","CR823012680055/RMCPL15580/1","28494865284","08-Apr-16","500","","4,78,15,199.16",
"08-Apr-16","CR823010638065/RMCPL11699/1","","28494901370","08-Apr-16","","2,000.00","","4,78,13,199.16",
"08-Apr-16","CR823010638049/RMCPL18488/1","","28494903669","08-Apr-16","","1,000.00","","4,78,12,199.16",
"08-Apr-16","CR823010642191/RMCPL11019/1","","28494938341","08-Apr-16","","6,000.00","","4,78,06,199.16",
"08-Apr-16","CR823011652432/RMCPL11945/1","","28494973979","08-Apr-16","","5,000.00","","4,78,01,199.16",
"08-Apr-16","CR823010637808/RMCPL20773/1","","28494897642","08-Apr-16","","1,800.00","","4,77,99,399.16",
"08-Apr-16","CR823010638345/RMCPL21282/1","","28494919830","08-Apr-16","","7,500.00","","4,77,91,899.16",
"08-Apr-16","CR823010638030/RMCPL16917/1","","28494972462","08-Apr-16","","500","","4,77,91,399.16",
"08-Apr-16","CR823012674482/RMCPL14483/1","","28494894881","08-Apr-16","","1,000.00","","4,77,90,399.16",
"08-Apr-16","CR823010642217/RMCPL24648/1","","28494966064","08-Apr-16","","1,000.00","","4,77,89,399.16",
"08-Apr-16","CR823010638186/RMCPL14751/1","","28494945920","08-Apr-16","","10,000.00","","4,77,79,399.16",
"08-Apr-16","CR823010638026/RMCPL21990/1","","28494899250","08-Apr-16","","1,800.00","","4,77,77,599.16",
"08-Apr-16","CR823010637709/RMCPL13166/1","","28494974502","08-Apr-16","","2,000.00","","4,77,75,599.16",
"08-Apr-16","CR823010638308/RMCPL13166/1","","28494882805","08-Apr-16","","2,000.00","","4,77,73,599.16",
"08-Apr-16","CR823011652455/RMCPL24195/1","","28494920126","08-Apr-16","","3,500.00","","4,77,70,099.16",
"08-Apr-16","CR823010642203/RMCPL18519/1","","28494930215","08-Apr-16","","1,900.00","","4,77,68,199.16",
"08-Apr-16","CR823010642261/RMCPL25247/1","","28494949006","08-Apr-16","","5,000.00","","4,77,63,199.16",
"08-Apr-16","CR823011652418/RMCPL24066/1","","28494884443","08-Apr-16","","10,000.00","","4,77,53,199.16",
"08-Apr-16","CR823010637948/RMCPL09590/1","","28494955211","08-Apr-16","","10,000.00","","4,77,43,199.16",
"08-Apr-16","CR823210073323/RMCPL22022/2","","28494874017","08-Apr-16","","1,500.00","","4,77,41,699.16",
"08-Apr-16","CR823209066681/RMCPL13619/2","","28494910896","08-Apr-16","","4,000.00","","4,77,37,699.16",
"08-Apr-16","CR823214141177/RMCPL11523/2","","28494924549","08-Apr-16","","3,000.00","","4,77,34,699.16",
"08-Apr-16","CR823214152456/RMCPL18519/2","","28494888824","08-Apr-16","","3,000.00","","4,77,31,699.16",
"08-Apr-16","CR823214146448/RMCPL20628/2","","28494964443","08-Apr-16","","1,000.00","","4,77,30,699.16",
"08-Apr-16","CR823210068009/RMCPL24151/2","","28494878651","08-Apr-16","","2,000.00","","4,77,28,699.16",
"08-Apr-16","CR823214141190/RMCPL27346/2","","28494916009","08-Apr-16","","5,000.00","","4,77,23,699.16",
"08-Apr-16","CR823211101146/RMCPL22022/2","","28494883235","08-Apr-16","","1,500.00","","4,77,22,199.16",
"08-Apr-16","CR823211105901/RMCPL15391/2","","28494879233","08-Apr-16","","500","","4,77,21,699.16",
"08-Apr-16","CR823209060071/RMCPL23895/2","","28494868266","08-Apr-16","","1,000.00","","4,77,20,699.16",
"08-Apr-16","CR823209066686/RMCPL22581/2","","28494971245","08-Apr-16","","1,200.00","","4,77,19,499.16",
"08-Apr-16","CR823212120375/RMCPL14786/2","","28494884943","08-Apr-16","","500","","4,77,18,999.16",
"08-Apr-16","CR823211105889/RMCPL18108/2","","28494877389","08-Apr-16","","1,200.00","","4,77,17,799.16",
"08-Apr-16","CR823213136217/RMCPL09511/2","","28494888001","08-Apr-16","","1,000.00","","4,77,16,799.16",
"08-Apr-16","CR823211096191/RMCPL17567/2","","28494968865","08-Apr-16","","10,000.00","","4,77,06,799.16",
"08-Apr-16","CR823211096198/RMCPL12794/2","","28494945036","08-Apr-16","","5,000.00","","4,77,01,799.16",
"08-Apr-16","CR823212106797/RMCPL15391/2","","28494956145","08-Apr-16","","500","","4,77,01,299.16",
"08-Apr-16","CR823211105886/RMCPL25366/2","","28494912645","08-Apr-16","","700","","4,77,00,599.16",
"08-Apr-16","CR822821324572/RMCPL27560/1","","28494884582","08-Apr-16","","100","","4,77,00,499.16",
"08-Apr-16","CR822821322998/RMCPL27560/1","","28494929918","08-Apr-16","","100","","4,77,00,399.16",
"08-Apr-16","CR823209060026/RMCPL19744/2","","28494966312","08-Apr-16","","7,500.00","","4,76,92,899.16",
"08-Apr-16","MAW/502964XXXXXX9772/Cudd","","28494939116","08-Apr-16","","","1,000.00","4,76,93,899.16",
"08-Apr-16","TRF TO","Indiaforensic SERVICES I","28494894822","08-Apr-16","1,50,00,000.00","","","3,26,93,899.16",
"08-Apr-16","TRF TO","Indiaforensic SERVICES I","28494966953","08-Apr-16","1,43,00,000.00","","","1,83,93,899.16",
"08-Apr-16","MAW/502964XXXXXX7575/Karu","","28494966159","08-Apr-16","","","1,700.00","1,83,95,599.16",
"08-Apr-16","MICRO ATM WDL FEE DATED 2","","28494876796","08-Apr-16","","","20,700.00","1,84,16,299.16",
"08-Apr-16","MICRO ATM WDL FEE DATED 2","","28494974491","08-Apr-16","","","56,700.00","1,84,72,999.16",
"08-Apr-16","MICRO ATM WDL FEE DATED 2","","28494937137","08-Apr-16","","","7,000.00","1,84,79,999.16",
"08-Apr-16","NFS MICRO ATM INC DT 2408","","28494947092","08-Apr-16","","","49.32","1,84,80,048.48",
"08-Apr-16","NFS MICRO ATM GST DT 2408","","28494879706","08-Apr-16","","","9.86","1,84,80,058.34",
"08-Apr-16","NFS MICRO ATM INC DT 2508","","28494925591","08-Apr-16","","","109.8","1,84,80,168.14",
"08-Apr-16","NFS MICRO ATM GST DT 2508","","28494911392","08-Apr-16","","","21.96","1,84,80,190.10",
"08-Apr-16","AEPS PAY Indiaforensic 2408","","28494862185","08-Apr-16","","449","1,84,80,639.10",
"08-Apr-16","AEPS PAY Indiaforensic 2508","","28494869149","08-Apr-16","","298.21","1,84,80,937.31",
"08-Apr-16","AEPS PAY Indiaforensic 2608","","28494928233","08-Apr-16","","598.73","1,84,81,536.04",
"08-Apr-16","AEPS INCOME DT 24-08-2018","","28494872211","08-Apr-16","","32,338.88","1,85,13,874.92",
"08-Apr-16","AEPS GST INC DT 24-08-201","","28494963327","08-Apr-16","","6,467.78","1,85,20,342.70",
"08-Apr-16","AEPS INCOME DT 25-08-2018","","28494907266","08-Apr-16","","33,287.46","1,85,53,630.16",
"08-Apr-16","AEPS GST INC DT 25-08-201","","28494879881","08-Apr-16","","6,657.49","1,85,60,287.65",
"08-Apr-16","AEPS INCOME DT 26-08-2018","","28494942015","08-Apr-16","","13,780.60","1,85,74,068.25",
"08-Apr-16","AEPS GST INC DT 26-08-201","","28494913254","08-Apr-16","","2,756.12","1,85,76,824.37",
"08-Apr-16","AEPS ACQ CR ADJ FEES 2408","","28494914577","08-Apr-16","1,365.22","","1,85,75,459.15",
"08-Apr-16","AEPS ACQ REP ADJ FEES 240","","28494876433","08-Apr-16","","5.31","1,85,75,464.46",
"08-Apr-16","NEFT/000048051021/SUBSID","","28494866024","08-Apr-16","4,500.00","","1,85,70,964.46",
"08-Apr-16","MICRO ATM INC DATED 27081","","28494953700","08-Apr-16","","18","1,85,70,982.46",
"08-Apr-16","MICRO ATM GST DATED 27081","","28494958999","08-Apr-16","","3.6","1,85,70,986.06",
"08-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494927540","08-Apr-16","","98,53,700.00","2,84,24,686.06",
"08-Apr-16","CR823518045615/RMCPL23994/2","","28494963283","08-Apr-16","500","","2,84,24,186.06",
"08-Apr-16","TRF TO","Indiaforensic SERVICES I","28494862260","08-Apr-16","50,00,000.00","","2,34,24,186.06",
"08-Apr-16","TRF TO","Indiaforensic SERVICES I","28494932022","08-Apr-16","50,00,000.00","","1,84,24,186.06",
"08-Apr-16","MICRO ATM WDL FEE DATED 2","","28494884940","08-Apr-16","","6,100.00","1,84,30,286.06",
"08-Apr-16","AEPS PAY Indiaforensic 2408","","28494875915","08-Apr-16","449","","1,84,29,837.06",
"08-Apr-16","AEPS PAY Indiaforensic 2408","","28494903648","08-Apr-16","","539.09","1,84,30,376.15",
"08-Apr-16","AEPS INCOME DT 27-08-2018","","28494952319","08-Apr-16","","25,472.78","1,84,55,848.93",
"08-Apr-16","AEPS GST INC DT 27-08-201","","28494936058","08-Apr-16","","5,094.56","1,84,60,943.49",
"08-Apr-16","AEPS ACQUIRING ADJ FEES 2","","28494954522","08-Apr-16","40","","1,84,60,903.96",
"08-Apr-16","AEPS ACQ CR ADJ FEES 2708","","28494910263","08-Apr-16","3","","1,84,60,901.01",
"08-Apr-16","MICRO ATM INC DATED 27081","","28494895830","08-Apr-16","","21.96","1,84,60,922.97",
"08-Apr-16","MICRO ATM GST DATED 27081","","28494895365","08-Apr-16","","4.39","1,84,60,927.36",
"08-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494872582","08-Apr-16","","1,08,93,600.00","2,93,54,527.36",
"08-Apr-16","CB823015717554/RMCPL10943/1","","28494961683","08-Apr-16","10,000.00","","2,93,44,527.36",
"08-Apr-16","TRF TO","Indiaforensic SERVICES I","28494950414","08-Apr-16","50,00,000.00","","2,43,44,527.36",
"08-Apr-16","TRF TO","Indiaforensic SERVICES I","28494972824","08-Apr-16","50,00,000.00","","1,93,44,527.36",
"08-Apr-16","TRF TO","Indiaforensic SERVICES I","28494909968","08-Apr-16","10,00,000.00","","1,83,44,527.36",
"08-Apr-16","AEPS INCOME DT 28-08-2018","","28494864026","08-Apr-16","","28,044.41","1,83,72,571.77",
"08-Apr-16","AEPS GST INC DT 28-08-201","","28494949456","08-Apr-16","","5,608.88","1,83,78,180.65",
"08-Apr-16","MAW/502964XXXXXX5863/Karu","","28494944556","08-Apr-16","","1,700.00","1,83,79,880.65",
"08-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494903617","08-Apr-16","","1,05,87,800.00","2,89,67,680.65",
"08-Apr-16","MAW/502964XXXXXX1833/NAGA","","28494862213","08-Apr-16","","800","2,89,68,480.65",
"08-Apr-16","MICRO ATM WDL FEE DATED 2","","28494947028","08-Apr-16","","47,800.00","2,90,16,280.65",
"08-Apr-16","TRF TO","Indiaforensic SERVICES I","28494954818","08-Apr-16","1,06,00,000.00","","1,84,16,280.65",
"08-Apr-16","MICRO ATM WDL FEE DT30081","","28494969367","08-Apr-16","","17,500.00","1,84,33,780.65",
"08-Apr-16","AEPS INCOME DT 29-08-2018","","28494925972","08-Apr-16","","27,995.03","1,84,61,775.68",
"08-Apr-16","AEPS GST INC DT 29-08-201","","28494884554","08-Apr-16","","5,599.01","1,84,67,374.69",
"08-Apr-16","AEPS ACQUIRING ADJ FEES 2","","28494891711","08-Apr-16","47","","1,84,67,328.08",
"08-Apr-16","AEPS ACQ REP ADJ FEES 290","","28494962418","08-Apr-16","","35.4","1,84,67,363.48",
"08-Apr-16","NFS MICRO ATM INC DATED 2","","28494863154","08-Apr-16","","116.28","1,84,67,479.76",
"08-Apr-16","NFS MICRO ATM GST DATED 2","","28494860199","08-Apr-16","","23.26","1,84,67,503.02",
"11-Apr-16","NFS MICRO ATM INC DATED 3","","28494975465","11-Apr-16","","37.8","1,84,67,540.82",
"11-Apr-16","NFS MICRO ATM GST DATED 3","","28494975387","11-Apr-16","","7.56","1,84,67,548.38",
"11-Apr-16","MAW/502964XXXXXX9692/Karu","","28494966258","11-Apr-16","","1,700.00","1,84,69,248.38",
"11-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494889998","11-Apr-16","","1,11,84,700.00","2,96,53,948.38",
"11-Apr-16","TRF TO","Indiaforensic SERVICES I","28494957507","11-Apr-16","1,13,00,000.00","","1,83,53,948.38",
"11-Apr-16","MICRO ATM WDL FEE DT30081","","28494870323","11-Apr-16","","34,900.00","1,83,88,848.38",
"11-Apr-16","NPCI SETELEMENT DIFF_3008","","28494879161","11-Apr-16","","500","1,83,89,348.38",
"11-Apr-16","AEPS PAY Indiaforensic 3008","","28494946365","11-Apr-16","","1,188.39","1,83,90,536.77",
"11-Apr-16","MICRO ATM WDL FEE DT31081","","28494931592","11-Apr-16","","41,000.00","1,84,31,536.77",
"11-Apr-16","MICRO ATM INC DATED 30081","","28494950540","11-Apr-16","","98.64","1,84,31,635.41",
"11-Apr-16","MICROATM GST DATED 300818","","28494932309","11-Apr-16","","19.73","1,84,31,655.14",
"11-Apr-16","AEPS INCOME DT 30-08-2018","","28494968166","11-Apr-16","","29,030.02","1,84,60,685.16",
"11-Apr-16","AEPS GST INC DT 30-08-201","","28494914127","11-Apr-16","","5,806.00","1,84,66,491.16",
"11-Apr-16","AEPS ACQUIRING ADJ FEES 3","","28494878441","11-Apr-16","68","","1,84,66,423.31",
